ID,Text,United_States_Hate,Australia_Hate,United_Kingdom_Hate,South_Africa_Hate,Singapore_Hate
SBIC-598,Stupid kids of stupid liberals and stupid bitchs who are of stupid liberals and stupid Governments that are of stupid issues stupid stupid stupid stupid people who get out of jail just so they can go right back for more of there dumb Politcal issues idk what els to say but im the target of there repeated issues that fail.,1.0,1.0,0.0,1.0,1.0
SBIC-599,"Sure in the primaries and stuff... but the main elections are as simple as ABCD
Anyone Besides Commie Democrats",1.0,1.0,1.0,1.0,1.0
SBIC-600,Swedish proposal for legal paternal surrender (LPS) gets major support in /r/news!,0.0,0.0,0.0,0.0,0.0
SBIC-601,TELL ME MORE @USER I'm not sexist but I don't think I actually find any female comedian funny,1.0,0.0,0.0,0.0,0.0
SBIC-602,TRP gets it - Anybody else noticing fat/ugly chicks with handsome guys?,1.0,1.0,1.0,1.0,1.0
SBIC-603,Takes pride in his work and is extremely thorough Were not the words I wanted to see printed on my Sex Offenders file.,0.0,0.0,0.0,0.0,1.0
SBIC-604,"Tanzania Pardoned Two Child Rapists But Called For Arrest Of Pregnant Teens
News of the pedophile rapists' release emerged simultaneously as another government official called for pregnant pupils to be taken into custody.",0.0,0.0,0.0,0.0,0.0
SBIC-605,Technically legal If you penetrate before she says no its technically not rape,1.0,0.0,0.0,1.0,1.0
SBIC-606,Teenage boys wear skirts to school to protest against 'no shorts' policy • r/news,0.0,0.0,0.0,0.0,0.0
SBIC-607,Thank you my friend for posting on our section ...,0.0,0.0,0.0,0.0,0.0
SBIC-608,Thanks for the #RT! @USER @USER @USER @USER @USER @USER Have a great week!,0.0,0.0,0.0,0.0,0.0
SBIC-609,Thanks for the advice i 'll keep that on mind .,0.0,0.0,0.0,0.0,0.0
SBIC-610,That was two girls!,0.0,0.0,0.0,0.0,0.0
SBIC-611,The Classic Mini Has Been Remastered With New Engines And Tech via @USER URL,0.0,0.0,0.0,0.0,0.0
SBIC-612,"The Obama Era is the largest collection of treasonous acts upon this country, since it's founding.",0.0,0.0,0.0,0.0,0.0
SBIC-613,The Twin Towers were full of Nazis. They did Nazi the planes coming.,0.0,1.0,0.0,0.0,1.0
SBIC-614,"The body of Mollie, the missing Iowa student, has been found. She was chopped Tibbetts.",0.0,0.0,0.0,0.0,1.0
SBIC-615,The entire Series of Step By Step is on Hulu.,0.0,0.0,0.0,0.0,0.0
SBIC-616,The fat acceptance movement is the only movement without movement,1.0,1.0,1.0,1.0,1.0
SBIC-617,"The first thing I do
When I see a new haiku
Is count syllables",0.0,0.0,0.0,0.0,0.0
SBIC-618,The funny thing about conversing with kikes is once you've mastered seeing through their deceptive jewspeak you quickly realize that whole high iq thing is largely a myth,1.0,1.0,1.0,1.0,1.0
SBIC-619,"The kikes probably put the Leftist up to it , to make it seem like they do n't have total control of everyone .",1.0,1.0,1.0,0.0,0.0
SBIC-620,The nine-year-olds at my younger cousin's birthday party think they can beat me in laser tag because they have experience in Fortnite Little did they know I have experience in American highschools.,0.0,0.0,0.0,0.0,1.0
SBIC-621,The only people in Obama's administration that didn't break the law were his children.,0.0,0.0,0.0,0.0,0.0
SBIC-622,The opposite of being far right is to be way wrong.,0.0,1.0,0.0,0.0,1.0
SBIC-623,"The red scum will never wake up , ignorant lefties fight for `` their class '' when their making a mockery of their culture and heritage . commie scum ..",1.0,1.0,1.0,1.0,1.0
SBIC-624,"The slogan on the entrance of Auschwitz was the well-known ""work sets you free"". But what was the slogan at the exit? ""Hot surface. Do not touch.""",0.0,1.0,1.0,0.0,1.0
SBIC-625,"The therapy ads in the banner are, unsurprisingly, a scam.",0.0,0.0,0.0,0.0,0.0
SBIC-626,The younger ones will say they are survivors because they were sperm in the men and eggs in the women .,0.0,0.0,0.0,0.0,0.0
SBIC-627,"There is a special place for snowflake libtards it has many names, mental ward, mental institution, insane asylum, funny farm!",1.0,1.0,1.0,1.0,1.0
SBIC-628,"There is no doubt in my mind that the #LegacyMedia and academia are intentionally indoctrinating the population with ""White Guilt"" in every Western nation in a subversive attempt to usher in Communism.",1.0,0.0,1.0,0.0,1.0
SBIC-629,"There is no thread on r/thebluepill regarding RippedRichAndIncel's atomic black pill
🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔",0.0,0.0,0.0,0.0,0.0
SBIC-630,There is one language I don't understand and that language is.....Snowflake libtard!,1.0,0.0,1.0,1.0,1.0
SBIC-631,"There should be a modernized version of ""The Boy Who Cried Wolf"" called ""The Girl Who Cried Rape""",1.0,1.0,1.0,1.0,1.0
SBIC-632,These bitches boringgggg,0.0,0.0,0.0,0.0,0.0
SBIC-633,These bitches so broke instead of go get it they quick to go ask for somethin,0.0,0.0,0.0,1.0,1.0
SBIC-634,These fat hoes think they slick posting neck up pics and shit,1.0,1.0,0.0,1.0,1.0
SBIC-635,"These guys took offence earlier because I said ""midget"" instead of ""little person"". I was forced to restart my story. I said, ""OK, so I was fucking this dead little person...""",1.0,1.0,1.0,1.0,1.0
SBIC-636,"They do this with criminals who ought to be in jail , they put tracking bracelets on them and the smart ones cut them off before they rape and rob , the dumb ones do n't care and just leave them on .",1.0,1.0,0.0,0.0,1.0
SBIC-637,"Things Chad doesn't have to deal with or worry about
Getting cheated on

Getting laid

Not getting any matches on Tinder

Having to message first

Having to be confident

Having to ask any girl out

Getting attention or validation

Getting invited to parties

Care to add more?",0.0,0.0,1.0,0.0,0.0
SBIC-638,This Fool is Sick on @USER and that's saying something for this Show where Pyschos are the Norm & not the Exception #CrazyIsDaNorm,0.0,0.0,1.0,0.0,0.0
SBIC-639,This is fucking retarded,0.0,0.0,0.0,1.0,0.0
SBIC-640,"This is the 4th act of Leftist terrorism on Trump's supporters since his election

-Tennessee Church shooting
-Vegas Massacre
-Republican Senate baseball game shooting
-Texas Church shooting

RICO Antifa, Soros, BLM",1.0,1.0,1.0,0.0,0.0
SBIC-641,This is what innovation looks like. Horrible organization. Proprietary standards like AZW that have a substantial lack in metadata fields.,0.0,0.0,0.0,0.0,0.0
SBIC-642,This is why libtards and Jews call us white supremacists and get away with it .,1.0,1.0,1.0,1.0,1.0
SBIC-643,"This mf made me cum not 1,2,3, but 4 times tonight. I made him bust 3. Nigga had stamina 4 sho damn ....",0.0,0.0,0.0,0.0,1.0
SBIC-644,This random girl came up to me last night & said she was coming home w me. My heart started beating so fast y'all I was SCARED & AFRAID.,0.0,0.0,0.0,0.0,0.0
SBIC-645,This truth applies to other subjects we discuss on this board .,0.0,0.0,0.0,0.0,0.0
SBIC-646,This why I am the way I am bc mfs is out of this world retarded &#128514;&#128514;,0.0,0.0,0.0,0.0,0.0
SBIC-647,To me anal is like a boxing match It's only fun if you knock her out and go till things get bloody,0.0,0.0,1.0,0.0,1.0
SBIC-648,"To the women marching across the US today

Have as many abortions as you’d like

Boycott sperm

Get sterilized

Boycott the patriarchy

Kill yourselves in protest",1.0,1.0,1.0,1.0,1.0
SBIC-649,"Today I found out what the world inferior really meant
I was nothing compared to the highly nt group i was eating lunch with, absolutely nothing.",0.0,0.0,0.0,0.0,0.0
SBIC-650,Today I got a joke email about adopting a fast-food delivery robot and that was more believable than the Trump presidency #aprilfoolsday,0.0,0.0,0.0,0.0,0.0
SBIC-651,Today's read is ANOTHER book published today - @USER Reservoir 13 - couple of chapters in and I want to just sit all day+ read,0.0,0.0,0.0,0.0,0.0
SBIC-652,Totally different if I was prepping a meal for him. But y'all on something else if imma reach across he table to cut his chicken...,0.0,0.0,0.0,0.0,0.0
SBIC-653,Trade free follows 200x200 or less I don't go first liars get blocked & reported team up 30x30 tweet me &#128123;,0.0,0.0,0.0,0.0,0.0
SBIC-654,Travelling with #flybe we will track your flight so we will always be at the airport in time awaiting your arrival @USER,0.0,0.0,0.0,0.0,0.0
SBIC-655,Truly sad that we 've decreased education standards to make minority students more successful .,0.0,1.0,1.0,1.0,1.0
SBIC-656,Trump and hitler are similar but Atleast hitler knew when to kill himself,0.0,1.0,1.0,0.0,1.0
SBIC-657,TwoX agrees that the gender pay gap doesn't exist!,0.0,1.0,0.0,1.0,0.0
SBIC-658,"Ugh, I can't. @USER Nothing quite as degrading as a man using a feather duster. #GenderRoleShock #NotSexist #JustManly",0.0,1.0,0.0,0.0,1.0
SBIC-659,Ugly but got the balls to talk not like your pussy ass #mcm,0.0,0.0,0.0,1.0,1.0
SBIC-660,Update: apparently my whole family ate dinner without me cos they thought i ate :)))) i was starving waiting to eat together with yall :)))),0.0,0.0,0.0,0.0,0.0
SBIC-661,User talks about his perspective on being a young parent,0.0,0.0,0.0,0.0,0.0
SBIC-662,"Vince once again fucked over Undertaker over a blind push. 'Taker is over now, and so is me as a @USER fan. #VinceScrewedTaker",0.0,0.0,0.0,0.0,0.0
SBIC-663,WOW TOP SHELF HUMOR @USER What's the point in having a cleaning lady when I have a mom and a sister? #NotSexist,1.0,1.0,1.0,1.0,1.0
SBIC-664,"Wait, can I catch your Asperger's?",0.0,0.0,0.0,0.0,1.0
SBIC-665,"Wanna hear the biggest lie? ""Men and women deserve equal rights""",1.0,1.0,1.0,1.0,0.0
SBIC-666,Wasn't that when Steve and Bean got their heads cracked opened ?,0.0,0.0,0.0,0.0,1.0
SBIC-667,"We are all entitle to our feelings toward any politicians (R or D)...just don't @ me, unless I ask for your feelings.",0.0,0.0,0.0,0.0,0.0
SBIC-668,We don't keep eating utensils in the car.  That's what FAT FAT FAT people do.,1.0,1.0,1.0,1.0,1.0
SBIC-669,We have a saying in South Africa : As die kop dom is moet die lyf sukkel .,0.0,0.0,0.0,0.0,1.0
SBIC-670,We have enslaved entire species of animals because we think that they are cute... but I kidnap one cute schoolgirl and the nation goes mad!,0.0,0.0,1.0,0.0,1.0
SBIC-671,We must never forget what happened during the Holocaust. Three million survived.,1.0,1.0,1.0,1.0,0.0
SBIC-672,We were just kids when we fell in love Not knowing what it was I will not give you up this time.<3 — thinking about old memories,0.0,0.0,0.0,0.0,0.0
SBIC-673,"Well, if the Ambassadors won't hang Trump's picture maybe we should just hang the Ambassadors.",0.0,1.0,1.0,1.0,1.0
SBIC-674,"What Do A Woman And A Bar Have In Common? Liq-Her In The Front, Poke Her In The Back.",0.0,1.0,1.0,1.0,1.0
SBIC-675,What a fucking goal! Zaha to Puncheon to Townsend to Benteke Goal!!! &#128293;&#128293;&#128293;&#128293;,0.0,0.0,0.0,0.0,0.0
SBIC-676,What a load of crap.Water are ye people for real Ireland is been taken over by non Irish and this rubbish .,1.0,1.0,1.0,1.0,1.0
SBIC-677,What a nice feeling to be in love with God. No pain. No heartache. No disappointment. Just blessings and non stop joy.,0.0,0.0,0.0,0.0,0.0
SBIC-678,"What an excellent book, reading it now and seeing clearly the cycles that repeat.",0.0,0.0,0.0,0.0,0.0
SBIC-679,What are the advantages of being blacc? You can attend a funeral naked...,1.0,1.0,1.0,1.0,1.0
SBIC-680,What did Hitler tell the jews when they can't solve a riddle. take a gas,1.0,1.0,1.0,1.0,1.0
SBIC-681,"What did the Catholic priest say when asked if his profession hinders his chances of getting laid?  ""Ahh nah it's all child's play""",1.0,1.0,1.0,0.0,1.0
SBIC-682,What did the homeless man get for Christmas? Hypothermia,0.0,1.0,1.0,0.0,1.0
SBIC-683,What did the jew say to the other jew? Jew: Is something burning?,1.0,1.0,1.0,0.0,1.0
SBIC-684,What did the kid who stole the gun from the school shooter say? My Turn!,0.0,0.0,0.0,1.0,1.0
SBIC-685,What did the kid with down syndrome get in his test? 47/46,1.0,1.0,1.0,1.0,1.0
SBIC-686,What did the little nerd kid say to his bullies after class? Nothing they're all dead,0.0,0.0,0.0,0.0,0.0
SBIC-687,What did the nigger get on his SAT's? Watermelon Juice -Kevin Barnett,1.0,1.0,1.0,1.0,1.0
SBIC-688,What do Jews and cars have in common They are full of gas,1.0,1.0,1.0,1.0,1.0
SBIC-689,What do brick sidewalks and fat women have in common They both get laid by mexicans,1.0,1.0,1.0,1.0,1.0
SBIC-690,What do jews and meat have in common? They're both better cooked,1.0,1.0,1.0,1.0,1.0
SBIC-691,What do my wife and the water temple have in common? I can spend hours beating them.,1.0,1.0,1.0,1.0,1.0
SBIC-692,What do retards eat on toast? BuDURRRRRRR,1.0,1.0,1.0,0.0,1.0
SBIC-693,What do u do after raping Helen Keller? Break her fingers so she can't tell,1.0,1.0,1.0,1.0,1.0
SBIC-694,What do you call a Jew with autism? Auschwistic,1.0,1.0,1.0,1.0,1.0
SBIC-695,What do you call a black man left hanging? a lynching victim,1.0,1.0,1.0,1.0,1.0
SBIC-696,What do you call a black midget in Ireland. A leprecoon.,1.0,1.0,1.0,1.0,1.0
SBIC-697,What do you call a black spider? No daddy long legs,1.0,0.0,0.0,1.0,1.0
SBIC-698,What do you call a charred hot dog? An Anne Frank,1.0,1.0,0.0,0.0,1.0
SBIC-699,What do you call a kid with Down's Syndrome after he smokes 2 blunts? A baked potato,1.0,1.0,1.0,1.0,1.0
SBIC-700,What do you call a kid with no arms or legs? Names.,1.0,0.0,1.0,1.0,0.0
SBIC-701,What do you call a little boy with no arms and no legs? You call him names.,1.0,1.0,1.0,0.0,1.0
SBIC-702,What do you call a muslim girl in a birthday party? Drone target.,1.0,1.0,1.0,1.0,1.0
SBIC-703,What do you call a paralysed black man ? Useless,1.0,1.0,1.0,1.0,1.0
SBIC-704,"What do you call a person with no arms or legs in the ocean? 









Bob",0.0,0.0,0.0,0.0,0.0
SBIC-705,What do you call a picture of smoke? A Jewish family photo,1.0,1.0,1.0,1.0,1.0
SBIC-706,What do you call a special jew? Auschwistic,1.0,1.0,1.0,1.0,1.0
SBIC-707,What do you call a white girl that can run faster than her brothers? The redneck virgin,1.0,1.0,1.0,0.0,1.0
SBIC-708,What do you call a white girl who’s faster than her brothers? A redneck virgin,1.0,1.0,1.0,1.0,1.0
SBIC-709,"What do you call an Hispanic group that targets black people? The Que, Que, Que",1.0,1.0,1.0,1.0,1.0
SBIC-710,What do you call an adopted fat person thats retarded? Hammy downs.,1.0,1.0,1.0,1.0,1.0
SBIC-711,What do you call an autistic child after they’ve been hit by a car? Mashed potatoes,1.0,1.0,1.0,1.0,1.0
SBIC-712,What do you call an autistic gymnast? A leo-Tard,1.0,1.0,1.0,1.0,1.0
SBIC-713,What do you call an orgy of retards? Veggie salad.,1.0,1.0,1.0,1.0,1.0
SBIC-714,What do you call it when you are beating up a mentally insane person? Busting A Nut,1.0,1.0,1.0,1.0,0.0
SBIC-715,What do you call it when you kill 3 old people? Geri-hat trick,1.0,0.0,1.0,0.0,1.0
SBIC-716,What do you call it when you throw a Molotov cocktail into the special-ed room? Hot potato,1.0,1.0,1.0,0.0,1.0
SBIC-717,What do you call vegetables that are having a threesome A triple cripple,1.0,1.0,1.0,1.0,1.0
SBIC-718,What do you do when you are done fucking the tightest pussy? You put it back in the womb.,0.0,0.0,0.0,1.0,1.0
SBIC-719,What do you get by dragging 50 dead babies through a field? A boner,0.0,0.0,0.0,0.0,1.0
SBIC-720,What do you get when an Autistic child gets in a car crash? Mashed potatoes.,1.0,1.0,1.0,1.0,1.0
SBIC-721,What do you get when someone bullies a really autistic kid? 20 casualties.,1.0,1.0,1.0,1.0,1.0
SBIC-722,What do you get when you mix human DNA and goat DNA? Kicked out of the petting zoo.,0.0,0.0,0.0,0.0,0.0
SBIC-723,What does a homeless man get every day that a normal person doesn't? Hungry.,0.0,0.0,0.0,0.0,1.0
SBIC-724,What does a redneck girl say when she meets her first lover? Hi dad!,1.0,0.0,1.0,1.0,1.0
SBIC-725,What does life and a box of chocolates have in common? It doesn't last as long if you're fat.,1.0,1.0,1.0,0.0,0.0
SBIC-726,"What does the crippled, mute, deaf and blind Hannah get for Christmas? Cancer",1.0,1.0,0.0,1.0,1.0
SBIC-727,What does the president say to get rid of all the black people in his country? Nothing. He just opens the cage.,1.0,1.0,1.0,1.0,1.0
SBIC-728,"What falls harder, rain or snow? World Trade Center.",0.0,0.0,0.0,1.0,1.0
SBIC-729,What happens when you grill up a retard You get assburgers,1.0,1.0,1.0,1.0,1.0
SBIC-730,What is another way to describe a school shooting? Population control,0.0,0.0,1.0,1.0,1.0
SBIC-731,What is black and sits on the top of the stairs A cripple in a house fire,1.0,1.0,1.0,1.0,1.0
SBIC-732,"What is that in the background, a giant lawn chair?",0.0,0.0,0.0,0.0,0.0
SBIC-733,"What is the difference between a crucifixion and a circumcision? In a crucifixion, they throw out the whole Jew.",1.0,1.0,1.0,1.0,1.0
SBIC-734,"What is worse than Hitler,Stalin,Mao Nd PolPot put together That stupid Chadbot",0.0,1.0,0.0,0.0,1.0
SBIC-735,What is worse than finding a worm in your apple? AIDS,0.0,0.0,0.0,0.0,0.0
SBIC-736,What martial arts type was hitler scared of? jewjitsu,1.0,1.0,1.0,1.0,1.0
SBIC-737,What never eats but still is alive? The children of africa,1.0,1.0,0.0,1.0,1.0
SBIC-738,What part of a vegetable cant you eat? The wheelchair,1.0,1.0,1.0,1.0,1.0
SBIC-739,What runs faster then a mexican who just stole your TV? His cousin with the DVD player,1.0,1.0,1.0,1.0,1.0
SBIC-740,What should you never give a dyslexic person for breakfast? Alpha-bits,1.0,1.0,0.0,1.0,1.0
SBIC-741,What the difference between jelly and jam? I can't jelly my dick into an 8 year old.,0.0,1.0,0.0,1.0,0.0
SBIC-742,What the fuck is wrong with these players? No fighting spirit whatsoever! Losing the ball and then walking!!!!,0.0,0.0,0.0,0.0,0.0
SBIC-743,What were the best r/pussypassdenied moments in your life?,0.0,0.0,0.0,0.0,1.0
SBIC-744,What would a overdose victim’m eulogy be? “They died doing what they loved.”,0.0,0.0,0.0,0.0,1.0
SBIC-745,What's Hitler's favorite breakfast beverage? Freshly squeezed orange jews.,1.0,1.0,1.0,1.0,1.0
SBIC-746,What's Hitler's favorite time of the year Gas season,0.0,1.0,1.0,0.0,1.0
SBIC-747,What's a 1000 meters long and has an IQ of 68? A black lives matter parade.,1.0,1.0,1.0,1.0,1.0
SBIC-748,What's better than a gold medal at the Paralympics? Legs,1.0,1.0,1.0,0.0,1.0
SBIC-749,What's better than winning the special Olympics? Not being retarded,1.0,1.0,1.0,1.0,1.0
SBIC-750,"What's black and blue, and doesn't like sex? The kid in my trunk.",0.0,1.0,0.0,1.0,1.0
SBIC-751,What's black yellow and blurry? A bus full of niggers rolling down a hill,1.0,1.0,1.0,1.0,1.0
SBIC-752,What's common between Newton and the kid i stabbed to death? Newton Died virgin.,0.0,1.0,0.0,0.0,0.0
SBIC-753,What's even worse than black men? Black women feminists.,1.0,1.0,1.0,1.0,1.0
SBIC-754,What's she got that stick for if she can read [that book]?,0.0,0.0,0.0,0.0,1.0
SBIC-755,What's the best part about using a vegtible for sex?  they can't escape.,1.0,1.0,1.0,1.0,1.0
SBIC-756,What's the best thing about fucking twenty four year olds? There's twenty of them.,0.0,0.0,0.0,0.0,0.0
SBIC-757,What's the brightest star in Africa? Starvation,1.0,1.0,1.0,1.0,0.0
SBIC-758,What's the difference between Batman and a black man? Batman can go out at might without robin.,1.0,1.0,1.0,1.0,1.0
SBIC-759,"What's the difference between Santa Claus and a Holocaust Jew? Santa Claus is jolly, fat, and goes DOWN the chimney.",1.0,1.0,1.0,0.0,1.0
SBIC-760,What's the difference between Santa and the Jews?  Santa goes down the chimney.,1.0,1.0,1.0,0.0,1.0
SBIC-761,"What's the difference between a Black Lives Matter rally and this sub? Nothing, they both hate white people.",1.0,1.0,1.0,1.0,1.0
SBIC-762,What's the difference between a black person and a bucket of shit? The bucket.,1.0,1.0,1.0,1.0,1.0
SBIC-763,What's the difference between a blonde and a mosquito? A mosquito stops sucking after you slap it,1.0,0.0,1.0,1.0,1.0
SBIC-764,What's the difference between a feminist and a cry baby? A cry baby stops crying when it grows up.,1.0,1.0,1.0,1.0,1.0
SBIC-765,What's the difference between a feminist and a knife? A knife has a point.,0.0,1.0,1.0,1.0,1.0
SBIC-766,What's the difference between a fruit and a vegetable? Fruit doesn't scream when you try eating it,0.0,0.0,1.0,0.0,1.0
SBIC-767,What's the difference between a jew and a pizza? The pizza doesn't screems when it gets into the oven,1.0,1.0,1.0,1.0,1.0
SBIC-768,What's the difference between a priest and a retard? The priest is behind a little and the retard is a little behind.,1.0,1.0,1.0,1.0,1.0
SBIC-769,"What's the difference between anal sex and oral sex? Oral makes your day.
Anal makes your hole weak.",0.0,0.0,0.0,0.0,0.0
SBIC-770,What's the difference between heroine and a black person? I think twice about shooting heroin.,1.0,1.0,1.0,1.0,1.0
SBIC-771,"What's the difference between homeless people and rats? Nothing, they both are infestations to big cities",1.0,1.0,1.0,1.0,1.0
SBIC-772,What's the difference between my mum and cancer? My mum didn't beat cancer,0.0,0.0,0.0,0.0,0.0
SBIC-773,What's the only warm organ inside a deceased female body? My Dick. (it's not illegal if the cops don't know about it),0.0,1.0,0.0,1.0,1.0
SBIC-774,"What's the size of a priest's bed? Come on, every kid should know this.",1.0,1.0,1.0,0.0,1.0
SBIC-775,"What's the worst part about being a black Jew? You have to sit at the back, of the oven",1.0,1.0,1.0,1.0,1.0
SBIC-776,What's the worst part about having sex with some one with downs syndrome? You're fucking retarded.,1.0,1.0,1.0,1.0,1.0
SBIC-777,What's worse than raping Helen Keller? Breaking her fingers so she can't tell anybody.,1.0,1.0,1.0,1.0,1.0
SBIC-778,Whats black and sits at the top of the stairs? A paraplegic after a house fire.,1.0,1.0,1.0,1.0,1.0
SBIC-779,Whats the difference betweeen a feminist and a piece of shit? I don’t know.,1.0,1.0,1.0,0.0,1.0
SBIC-780,Whats the difference between a blonde and an elevator? You dont even have to press a button for her to open up.,1.0,1.0,0.0,1.0,1.0
SBIC-781,Whats the difference between a tweaker and a black person? The tweaker started out as a good person,1.0,1.0,1.0,1.0,1.0
SBIC-782,Whats the difference between hockey player and a women hippie A hockey player showers after 3 periods,1.0,1.0,1.0,1.0,1.0
SBIC-783,Whats the hardest bit about eating a vegtable? The wheelchair,1.0,1.0,1.0,1.0,1.0
SBIC-784,Whats the hardest part of the vegetable to eat? The wheelchair,1.0,1.0,1.0,1.0,1.0
SBIC-785,What’s blue and black and hates sex? A 9 year old girl in my trunk,1.0,1.0,1.0,1.0,1.0
SBIC-786,What’s the best part about having sex with twenty nine year olds? There’s twenty of them!,0.0,1.0,0.0,1.0,0.0
SBIC-787,What’s the best part of being a doctor? Vegetables don’t need to give consent.,1.0,1.0,0.0,1.0,1.0
SBIC-788,What’s the best thing about fucking a 5 year old girl? You can flip her over and pretend she’s a 5 year old boy.,1.0,1.0,1.0,1.0,1.0
SBIC-789,What’s the best thing about having sex with 21 year olds? There’s 20 of em,0.0,1.0,0.0,0.0,0.0
SBIC-790,What’s the difference between a feminist and an infant? I’d fuck the infant,1.0,1.0,1.0,1.0,1.0
SBIC-791,What’s the difference between a potato and my disabled 5 year old? One is a root vegetable the other is a vegetable I root,0.0,1.0,1.0,1.0,1.0
SBIC-792,What’s the difference between a women and a computer You can punch information into a computer,1.0,1.0,1.0,1.0,1.0
SBIC-793,What’s the difference between heroin and niggers? I’d actually think twice before shooting heroin,1.0,1.0,1.0,1.0,1.0
SBIC-794,What’s the difference between roadkill and a 9/11 victim? You can bury roadkill.,0.0,0.0,1.0,1.0,1.0
SBIC-795,What’s the difference between your wife and a computer? The computer shuts up after you hit it,1.0,1.0,0.0,1.0,1.0
SBIC-796,What’s the hardest part of a vegetable to eat? The wheelchair,1.0,1.0,1.0,1.0,1.0
SBIC-797,What’s worse than raping a deaf girl? Breaking her fingers so she can’t tell anyone.,1.0,1.0,1.0,1.0,1.0
SBIC-798,When people are presented with data that contradicts their beliefs they become more steadfast in those beliefs and this is especially true with the Left!,0.0,1.0,1.0,0.0,0.0
SBIC-799,When two fat American's have sex it's... MISSIONARY IMPOSSIBLE.,1.0,1.0,1.0,1.0,1.0
SBIC-800,"When you ask a question and the person can't answer it without fckn arguing or jumping to something irrelevant. Well, thanks anyway!",0.0,0.0,0.0,0.0,0.0
SBIC-801,"When you can be arrested and imprisoned for tweeting your opinion, your government might have too much power.",0.0,0.0,0.0,0.0,0.0
SBIC-802,"When you say you love me, know I love you more . And when you say you need me, know I need you more",0.0,0.0,0.0,0.0,0.0
SBIC-803,Where are Jews most found? In the atmosphere.,1.0,1.0,1.0,1.0,1.0
SBIC-804,Where are all the feminist and leftist riots/rallies in the streets against Hollywood's pedophilia and sexual harassment culture?,0.0,1.0,1.0,1.0,1.0
SBIC-805,Where could you find a quadriplegic? Where you left him.,1.0,1.0,1.0,1.0,0.0
SBIC-806,Who is the best boxer of all time? Jim Jones. He knocked out 909 people with one punch.,0.0,0.0,0.0,0.0,0.0
SBIC-807,Who's downtown and wanna buy me a coffee and food bc Wells Fargo is fucking me,0.0,0.0,0.0,0.0,0.0
SBIC-808,Why am I crying that I wasnt able to watch last night and all of my friends were telling me how good it was?,0.0,0.0,0.0,0.0,0.0
SBIC-809,Why are all blacks and gays left handed? They all have no rights.,1.0,1.0,1.0,1.0,1.0
SBIC-810,Why are all women lefty Because they have no rights,1.0,1.0,1.0,1.0,1.0
SBIC-811,Why are there so many party stores in the ghetto? Like do all the poor people like to celebrate they're poor?,1.0,1.0,0.0,1.0,1.0
SBIC-812,Why can't orphans play baseball? Why can't orphans play baseball? They dont know where home is.,1.0,1.0,1.0,1.0,0.0
SBIC-813,"Why can't you act like a normal person? You don't have Asperger's. There's nothing wrong with you. You're just looking for attention/excuses.  If you'd just stop behaving so oddly, you wouldn't need to blame it on a disease.",0.0,1.0,1.0,0.0,1.0
SBIC-814,Why couldn’t Sally go to school Sally has crippling depression,0.0,0.0,0.0,0.0,0.0
SBIC-815,Why did Hitler kill the nazi? It was past its jew date,1.0,1.0,1.0,1.0,1.0
SBIC-816,Why did Hitler kill the out-of-time drummer? Rhythmic cleansing,0.0,1.0,1.0,1.0,1.0
SBIC-817,Why did the feminist jump off the building? She was trying to equalize the suicide rates,1.0,1.0,1.0,1.0,1.0
SBIC-818,Why did the sun never set on the British Empire? Even God didn't trust the English in the dark.,1.0,1.0,1.0,1.0,1.0
SBIC-819,Why do Puerto Ricans hang the Puerto Rican flag in their car? So they dont steal from each other.,1.0,1.0,1.0,1.0,1.0
SBIC-820,"Why do blacks only have nightmares? 
Because the rednecks shot the only one with a dream.",1.0,1.0,1.0,1.0,1.0
SBIC-821,"Why do epileptics bexome atheists in December? Because they found out that ""Jesus is the reason for the seizin'""",0.0,1.0,0.0,1.0,0.0
SBIC-822,Why do sumo wrestlers shave their legs? So that people don't confuse them for feminists.,1.0,1.0,1.0,1.0,0.0
SBIC-823,Why do the white kids only shoot up schools? cuz all the black kids shot each other,1.0,1.0,1.0,1.0,1.0
SBIC-824,Why do we celebrate Hitler's birthday with weed? Cause' he already smoked all the jews.,1.0,1.0,1.0,0.0,1.0
SBIC-825,Why does being a Black Jew suck so much? Having to sit in the back of the oven.,1.0,1.0,1.0,1.0,1.0
SBIC-826,Why does the myth that women rarely lie about rape persist?,0.0,1.0,0.0,0.0,1.0
SBIC-827,"Why doesn't Mexico have an Olimpic team? All the ones who can run,jump or swim have allready crossed the border.",1.0,1.0,1.0,1.0,1.0
SBIC-828,Why don't bookmakers take bets on the special Olympics? because they're all winners,0.0,1.0,1.0,1.0,0.0
SBIC-829,Why don’t Jews get gifts for Christmas? Cuz why the fuck would you give a gift to a pile of ashes,1.0,1.0,1.0,1.0,1.0
SBIC-830,Why is chess prohibited in Islam? Because the queen moves freely.,1.0,1.0,1.0,0.0,1.0
SBIC-831,Why is the camel called the ship of the desert? Because it’s filled with Arab seamen,1.0,1.0,1.0,0.0,1.0
SBIC-832,Why should they ban weed from hospitals? I don't like my vegetables baked.,0.0,0.0,0.0,0.0,1.0
SBIC-833,Why should you never rape elderly women? because sex is for procreation you fucking Heathen!,0.0,1.0,1.0,1.0,0.0
SBIC-834,Why would you watch porn... When there's an elementary school right down the road.,0.0,0.0,1.0,1.0,0.0
